word,cefr_level,source,pos,meaning_ko,meaning_en,forms,category,word_code,sense_code,synonyms
northwest,B1,LCMS_0729_0727_wordmeta,Noun,북서쪽,the direction between north and west,,Places & Transport,W000009123,S000000002,
diversity,B2,LCMS_0729_0727_wordmeta,Noun,여러 가지 다른 종류가 있는 것,the state of having many different kinds,,Abstract Concepts,W000009130,S000000001,"variety,difference"
tractor,A1,LCMS_0729_0727_wordmeta,Noun,트랙터,a large vehicle used on farms,tractors,Places & Transport,W000009132,S000000001,
grace,Pre A1,LCMS_0729_0727_wordmeta,Noun,"우아함, 아름다움","beauty and smooth, pleasing movement",graces,Abstract Concepts,W000009133,S000000001,"elegance,poise,charm"
grace,Pre A1,LCMS_0729_0727_wordmeta,Verb,아름답게 하다,to make something more beautiful or special,graces,Actions & Verbs,W000009133,S000000002,"elegance,poise,charm"
patience,B2,LCMS_0729_0727_wordmeta,Noun,참을성,the ability to wait without getting upset,,Feelings & Emotions,W000009134,S000000001,"endurance,tolerance,calm"
where,Pre A1,LCMS_0729_0727_wordmeta,Adverb,"어디에, 어느 곳에",in or at what place,,Grammar & Function Words,W000009136,S000000001,
where,Pre A1,LCMS_0729_0727_wordmeta,Conjunction,~하는 곳에,the place where something is or happens,,Grammar & Function Words,W000009136,S000000002,
arm,Pre A1,LCMS_0729_0727_wordmeta,Noun,팔,the part of your body from shoulder to hand,arms,Body & Senses,W000009137,S000000001,limb
arm,Pre A1,LCMS_0729_0727_wordmeta,Verb,무기를 주다,to give someone weapons,arms,Actions & Verbs,W000009137,S000000002,limb
art,A2,LCMS_0729_0727_wordmeta,Noun,"미술, 예술",making beautiful things like paintings or drawings,arts,School & Learning,W000009139,S000000001,
vice,C1,LCMS_0729_0727_wordmeta,Noun,나쁜 버릇,a bad habit that someone has,vices,Abstract Concepts,W000009140,S000000001,"sin,corruption,immorality,failing"
vice,C1,LCMS_0729_0727_wordmeta,Noun,나쁜 행동,a bad or evil thing to do,vices,Abstract Concepts,W000009140,S000000002,"sin,corruption,immorality,failing"
curly,A1,LCMS_0729_0727_wordmeta,Adjective,"곱슬거리는, 말린",having many small round shapes,"curlier,curliest",Body & Senses,W000009142,S000000001,"wavy,coily,frizzy"
curly,A1,LCMS_0729_0727_wordmeta,Adverb,곱슬의,having curls or waves,curly,Abstract Concepts,W000009142,S000000002,
thoughtful,C1,LCMS_0729_0727_wordmeta,Adjective,다른 사람을 배려하는,showing care for other people,"more thoughtful,most thoughtful",Feelings & Emotions,W000009143,S000000001,"considerate,kind,caring,reflective"
thoughtful,C1,LCMS_0729_0727_wordmeta,Adjective,"신중한, 깊이 생각하는",thinking carefully about something,"more thoughtful,most thoughtful",Feelings & Emotions,W000009143,S000000002,"considerate,kind,caring,reflective"
empower,C1,LCMS_0729_0727_wordmeta,Verb,"힘을 주다, 할 수 있게 하다",to give someone power or make them able to do something,"empowered,empowers,empowering",Actions & Verbs,W000009145,S000000001,"authorize,enable,allow"
suppress,C1,LCMS_0729_0727_wordmeta,Verb,숨기다,to stop something from being seen,"suppressed,suppresses,suppressing",Actions & Verbs,W000009148,S000000001,"restrain,stifle,quell"
suppress,C1,LCMS_0729_0727_wordmeta,Verb,억누르다,to stop yourself from showing a feeling,"suppressed,suppresses,suppressing",Actions & Verbs,W000009148,S000000002,"restrain,stifle,quell"
call,A1,LCMS_0729_0727_wordmeta,Noun,"외침, 부르는 소리",a loud sound or shout,"called,calls,calling",Actions & Verbs,W000009150,S000000001,"phone,ring"
call,A1,LCMS_0729_0727_wordmeta,Noun,"전화, 통화",a talk you have on the phone,"called,calls,calling",Actions & Verbs,W000009150,S000000002,"phone,ring"
call,A1,LCMS_0729_0727_wordmeta,Verb,~라고 부르다,to give a name to someone or something,"called,calls,calling",Actions & Verbs,W000009150,S000000003,"phone,ring"
call,A1,LCMS_0729_0727_wordmeta,Verb,부르다,to ask someone to come to you,"called,calls,calling",Actions & Verbs,W000009150,S000000004,"phone,ring"
call,A1,LCMS_0729_0727_wordmeta,Verb,소리치다,to speak very loudly,"called,calls,calling",Actions & Verbs,W000009150,S000000005,"phone,ring"
call,A1,LCMS_0729_0727_wordmeta,Verb,전화하다,to talk to someone using a phone,"called,calls,calling",Actions & Verbs,W000009150,S000000006,"phone,ring"
calm,B1,LCMS_0729_0727_wordmeta,Adjective,"조용한, 평화로운",peaceful and quiet,"calmer,calmest",Feelings & Emotions,W000009151,S000000001,"peaceful,quiet,tranquil,serene"
calm,B1,LCMS_0729_0727_wordmeta,Noun,"조용함, 평화로움",a feeling of being quiet and peaceful,"calmer,calmest",Feelings & Emotions,W000009151,S000000002,"peaceful,quiet,tranquil,serene"
calm,B1,LCMS_0729_0727_wordmeta,Verb,진정시키다,to make someone quiet and peaceful,"calmer,calmest",Feelings & Emotions,W000009151,S000000003,"peaceful,quiet,tranquil,serene"
kick,Pre A1,LCMS_0729_0727_wordmeta,Noun,발로 차기,an act of hitting something with your foot,kicks,Actions & Verbs,W000009154,S000000001,"boot,punt"
kick,Pre A1,LCMS_0729_0727_wordmeta,Verb,발로 차다,to hit something with your foot,kicks,Actions & Verbs,W000009154,S000000002,"boot,punt"
ownership,B2,LCMS_0729_0727_wordmeta,Noun,주인인 것,the fact of having something as your own,,Abstract Concepts,W000009155,S000000001,"possession,proprietorship"
calf,B1,LCMS_0729_0727_wordmeta,Noun,송아지,a baby cow,calves,Animals,W000009156,S000000001,
calf,B1,LCMS_0729_0727_wordmeta,Noun,종아리,the back part of your lower leg,calves,Body & Senses,W000009156,S000000002,
ash,C1,LCMS_0729_0727_wordmeta,Noun,"물푸레나무, 나무 이름",a type of tree with smooth grey bark,ashes,Nature & Weather,W000009157,S000000001,"cinder,residue"
ash,C1,LCMS_0729_0727_wordmeta,Noun,"재, 타고 남은 가루",the soft grey powder left after something burns,ashes,Nature & Weather,W000009157,S000000002,"cinder,residue"
ask,Pre A1,LCMS_0729_0727_wordmeta,Verb,"묻다, 질문하다",to say words to get an answer,"asked,asks,asking",Actions & Verbs,W000009158,S000000001,"inquire,question,request"
ask,Pre A1,LCMS_0729_0727_wordmeta,Verb,"요청하다, 부탁하다",to tell someone that you want something,"asked,asks,asking",Actions & Verbs,W000009158,S000000002,"inquire,question,request"
canteen,B1,LCMS_0729_0727_wordmeta,Noun,구내식당,a room in a school or company where people eat,canteens,Places & Transport,W000009160,S000000001,"flask,water bottle"
canteen,B1,LCMS_0729_0727_wordmeta,Noun,물통,a small bottle for carrying water,canteens,Home & Objects,W000009160,S000000002,"flask,water bottle"
rub,B2,LCMS_0729_0727_wordmeta,Noun,문지르기,the act of rubbing something,"rubbed,rubs,rubbing",Actions & Verbs,W000009163,S000000001,"massage,stroke,chafe,wipe"
rub,B2,LCMS_0729_0727_wordmeta,Verb,닦다,to clean something by rubbing it,"rubbed,rubs,rubbing",Actions & Verbs,W000009163,S000000002,"massage,stroke,chafe,wipe"
rub,B2,LCMS_0729_0727_wordmeta,Verb,"문지르다, 비비다",to move your hand or a cloth over a surface,"rubbed,rubs,rubbing",Actions & Verbs,W000009163,S000000003,"massage,stroke,chafe,wipe"
rub,B2,LCMS_0729_0727_wordmeta,Verb,문질러 없애다,to remove something by rubbing it,"rubbed,rubs,rubbing",Actions & Verbs,W000009163,S000000004,"massage,stroke,chafe,wipe"
through,A2,LCMS_0729_0727_wordmeta,Adverb,"끝까지, 다 끝낸",to the end of something,,Grammar & Function Words,W000009166,S000000001,"finished,done"
through,A2,LCMS_0729_0727_wordmeta,Preposition,"~을 통하여, ~을 지나",used to show movement from one side to another,,Grammar & Function Words,W000009166,S000000002,"finished,done"
through,A2,LCMS_0729_0727_wordmeta,Preposition,"~을 통해, ~으로",used to show how something happens,,Grammar & Function Words,W000009166,S000000003,"finished,done"
rug,Pre A1,LCMS_0729_0727_wordmeta,Noun,"깔개, 양탄자",a thick cloth on the floor,rugs,Home & Objects,W000009170,S000000001,"carpet,mat"
officer,B1,LCMS_0729_0727_wordmeta,Noun,군대에서 높은 사람,a person with a high rank in the army,officers,Work & Jobs,W000009173,S000000001,"official,policeman,soldier"
officer,B1,LCMS_0729_0727_wordmeta,Noun,나라를 위해 일하는 사람,a person who works for the government,officers,Work & Jobs,W000009173,S000000002,"official,policeman,soldier"
officer,B1,LCMS_0729_0727_wordmeta,Noun,사람들을 돕는 경찰,a person who works as a police officer,officers,Work & Jobs,W000009173,S000000003,"official,policeman,soldier"
reportedly,C1,LCMS_0729_0727_wordmeta,Adverb,"전하는 바에 따르면, 소문에 따르면",as people say,,Grammar & Function Words,W000009174,S000000001,"allegedly,supposedly,apparently"
organisation,B1,LCMS_0729_0727_wordmeta,Noun,"조직, 단체",a group of people who work together,organisations,Society & Community,W000009176,S000000001,"institution,association,body"
organisation,B1,LCMS_0729_0727_wordmeta,Noun,"조직화, 준비",the act of planning or getting things ready,organisations,Abstract Concepts,W000009176,S000000002,"institution,association,body"
run,Pre A1,LCMS_0729_0727_wordmeta,Noun,"달리기, 뛰기",an act of moving fast,"ran,run,runs,running",Actions & Verbs,W000009177,S000000001,"sprint,jog,race"
run,Pre A1,LCMS_0729_0727_wordmeta,Noun,"운행, 한 번 가는 길",a trip from one place to another,"ran,run,runs,running",Actions & Verbs,W000009177,S000000002,"sprint,jog,race"
run,Pre A1,LCMS_0729_0727_wordmeta,Verb,"달리다, 뛰다",to move fast with your feet,"ran,run,runs,running",Actions & Verbs,W000009177,S000000003,"sprint,jog,race"
run,Pre A1,LCMS_0729_0727_wordmeta,Verb,"물을 틀다, 채우다",to make water flow into something,"ran,run,runs,running",Actions & Verbs,W000009177,S000000004,"sprint,jog,race"
run,Pre A1,LCMS_0729_0727_wordmeta,Verb,"운영하다, 작동시키다",to make something work,"ran,run,runs,running",Actions & Verbs,W000009177,S000000005,"sprint,jog,race"
run,Pre A1,LCMS_0729_0727_wordmeta,Verb,흐르다,for liquid to move,"ran,run,runs,running",Actions & Verbs,W000009177,S000000006,"sprint,jog,race"
enact,C1,LCMS_0729_0727_wordmeta,Verb,법을 만들다,to make a new law or rule,"enacted,enacts,enacting",Society & Community,W000009178,S000000001,"legislate,pass,decree,implement"
bomb,B1,LCMS_0729_0727_wordmeta,Noun,폭탄,a weapon that blows up with a loud bang,"bombed,bombs,bombing",Society & Community,W000009180,S000000001,"attack,shell,blast"
bomb,B1,LCMS_0729_0727_wordmeta,Verb,"폭격하다, 폭탄을 떨어뜨리다",to attack a place using bombs,"bombed,bombs,bombing",Actions & Verbs,W000009180,S000000002,"attack,shell,blast"
mother,Pre A1,LCMS_0729_0727_wordmeta,Adjective,시작이 되는,being the start of something,mothers,Abstract Concepts,W000009182,S000000001,"mom,mama,mommy"
mother,Pre A1,LCMS_0729_0727_wordmeta,Adjective,엄마의,about a mother,mothers,People & Family,W000009182,S000000002,"mom,mama,mommy"
mother,Pre A1,LCMS_0729_0727_wordmeta,Noun,"엄마, 어머니",a girl or woman who has a child,mothers,People & Family,W000009182,S000000003,"mom,mama,mommy"
mother,Pre A1,LCMS_0729_0727_wordmeta,Verb,엄마처럼 돌보다,to care for someone like a mother,mothers,Actions & Verbs,W000009182,S000000004,"mom,mama,mommy"
mouse,Pre A1,LCMS_0729_0727_wordmeta,Noun,작은 쥐,a small furry animal with a long tail,mice,Animals,W000009183,S000000001,
mouse,Pre A1,LCMS_0729_0727_wordmeta,Noun,컴퓨터 마우스,a small thing to use with a computer,mice,Technology & Media,W000009183,S000000002,
view,A2,LCMS_0729_0727_wordmeta,Noun,어떤 곳에서 보이는 모습,all the things you can see from one place,"viewed,views,viewing",Abstract Concepts,W000009185,S000000001,"see,look at,observe"
view,A2,LCMS_0729_0727_wordmeta,Verb,보다,to look at something,"viewed,views,viewing",Actions & Verbs,W000009185,S000000002,"see,look at,observe"
ours,Pre A1,LCMS_0729_0727_wordmeta,Pronoun,"우리의 것, 우리들의 것",something belonging to us,,Grammar & Function Words,W000009186,S000000001,
yourself,B1,LCMS_0729_0727_wordmeta,Pronoun,너 자신,"you, or your own person",,Grammar & Function Words,W000009188,S000000001,
yourself,B1,LCMS_0729_0727_wordmeta,Pronoun,스스로,without help from others,,Grammar & Function Words,W000009188,S000000002,
donate,B1,LCMS_0729_0727_wordmeta,Verb,"기부하다, 기증하다",to give money or things to help people,"donated,donates,donating",Society & Community,W000009189,S000000001,"give,contribute,present"
dust,B1,LCMS_0729_0727_wordmeta,Noun,"먼지, 흙먼지","very small, dry pieces of dirt",,Home & Objects,W000009191,S000000001,"dirt,grime,powder"
dust,B1,LCMS_0729_0727_wordmeta,Verb,먼지를 닦다,to clean dust from a surface,,Actions & Verbs,W000009191,S000000002,"dirt,grime,powder"
dust,B1,LCMS_0729_0727_wordmeta,Verb,먼지를 털다,to remove dust by shaking,,Actions & Verbs,W000009191,S000000003,"dirt,grime,powder"
palace,B1,LCMS_0729_0727_wordmeta,Noun,왕이나 여왕이 사는 큰 집,a very big house where a king or queen lives,palaces,Places & Transport,W000009192,S000000001,"castle,chateau"
footage,C1,LCMS_0729_0727_wordmeta,Noun,"영상, 화면",a video or film showing something,,Technology & Media,W000009195,S000000001,"video,film,recording"
bold,B1,LCMS_0729_0727_wordmeta,Adjective,굵은 글씨의,"written in thick, dark letters","bolder,boldest",Abstract Concepts,W000009198,S000000001,"brave,courageous,daring"
bold,B1,LCMS_0729_0727_wordmeta,Adjective,"용감한, 대담한",brave and not scared to do things,"bolder,boldest",Abstract Concepts,W000009198,S000000002,"brave,courageous,daring"
bold,B1,LCMS_0729_0727_wordmeta,Adverb,굵은 선이 있는 서체,with thick heavy lines,"bold,boldest",Abstract Concepts,W000009198,S000000003,"boldface,bold face"
camp,A2,LCMS_0729_0727_wordmeta,Noun,"캠프, 야영지",a place where people stay in tents,camps,Places & Transport,W000009201,S000000001,"encampment,bivouac"
camp,A2,LCMS_0729_0727_wordmeta,Verb,"야영하다, 캠프하다",to stay in a tent or outside,camps,Actions & Verbs,W000009201,S000000002,"encampment,bivouac"
volunteer,B1,LCMS_0729_0727_wordmeta,Noun,"자원봉사자, 지원자",a person who offers to do something for free,"volunteered,volunteers,volunteering",People & Family,W000009204,S000000001,"offer,step forward"
volunteer,B1,LCMS_0729_0727_wordmeta,Verb,"자원하다, 지원하다",to offer to do something for free,"volunteered,volunteers,volunteering",Actions & Verbs,W000009204,S000000002,"offer,step forward"
name,Pre A1,LCMS_0729_0727_wordmeta,Noun,이름,a word that a person or thing is called,"named,names,naming",Abstract Concepts,W000009205,S000000001,"call,title,identify"
name,Pre A1,LCMS_0729_0727_wordmeta,Verb,이름 짓다,to give a name to someone or something,"named,names,naming",Actions & Verbs,W000009205,S000000002,"call,title,identify"
name,Pre A1,LCMS_0729_0727_wordmeta,Verb,이름을 부르다,to say someone's name,"named,names,naming",Actions & Verbs,W000009205,S000000003,"call,title,identify"
crop,B1,LCMS_0729_0727_wordmeta,Noun,"농작물, 곡식",a plant grown by farmers for food,crops,Nature & Weather,W000009211,S000000001,"harvest,produce,yield"
crop,B1,LCMS_0729_0727_wordmeta,Verb,"자르다, 짧게 하다",to cut something to make it shorter,crops,Actions & Verbs,W000009211,S000000002,"harvest,produce,yield"
congressional,C1,LCMS_0729_0727_wordmeta,Adjective,국회의,about the group of people who make laws,,Society & Community,W000009215,S000000001,"legislative,parliamentary"
mood,B1,LCMS_0729_0727_wordmeta,Noun,기분,how you feel at a time,moods,Feelings & Emotions,W000009217,S000000001,"temper,humor,disposition"
mood,B1,LCMS_0729_0727_wordmeta,Noun,분위기,the feeling of a place or situation,moods,Feelings & Emotions,W000009217,S000000002,"temper,humor,disposition"
boom,C1,LCMS_0729_0727_wordmeta,Noun,"갑자기 잘됨, 갑자기 늘어남",a sudden increase or great success,"boomed,booming,booms",Abstract Concepts,W000009218,S000000001,"flourish,thrive,expand"
boom,C1,LCMS_0729_0727_wordmeta,Noun,꽝 하는 큰 소리,"a loud, deep noise","boomed,booming,booms",Abstract Concepts,W000009218,S000000002,"flourish,thrive,expand"
boom,C1,LCMS_0729_0727_wordmeta,Verb,갑자기 늘다,to grow or increase very fast,"boomed,booming,booms",Actions & Verbs,W000009218,S000000003,"flourish,thrive,expand"
boom,C1,LCMS_0729_0727_wordmeta,Verb,꽝 하고 소리 내다,"to make a loud, deep noise","boomed,booming,booms",Actions & Verbs,W000009218,S000000004,"flourish,thrive,expand"
boom,C1,LCMS_0729_0727_wordmeta,Verb,아주 잘되다,to become very popular or successful,"boomed,booming,booms",Actions & Verbs,W000009218,S000000005,"flourish,thrive,expand"
boom,C1,LCMS_0729_0727_wordmeta,Interjection,쾅! (크고 둔탁한 소리),a deep loud sound like an explosion,,Feelings & Emotions,W000009218,S000000006,
abolish,C1,LCMS_0729_0727_wordmeta,Verb,없애다,to stop a rule or system,"abolished,abolishes,abolishing",Actions & Verbs,W000009219,S000000001,"cancel,end,eliminate"
absence,C1,LCMS_0729_0727_wordmeta,Noun,"없음, 결석",the state of not being in a place,absences,Abstract Concepts,W000009220,S000000001,"non-attendance,non-existence"
book,Pre A1,LCMS_0729_0727_wordmeta,Noun,책,a story or information in pages,"booked,booking,books",School & Learning,W000009221,S000000001,"reserve,arrange,schedule"
book,Pre A1,LCMS_0729_0727_wordmeta,Verb,예약하다,to plan to get something later,"booked,booking,books",Actions & Verbs,W000009221,S000000002,"reserve,arrange,schedule"
truck,Pre A1,LCMS_0729_0727_wordmeta,Noun,"트럭, 화물차",a large car for carrying things,trucks,Places & Transport,W000009222,S000000001,"lorry,transport vehicle"
truck,Pre A1,LCMS_0729_0727_wordmeta,Verb,트럭으로 나르다,to carry things in a truck,trucks,Actions & Verbs,W000009222,S000000002,"lorry,transport vehicle"
edition,B2,LCMS_0729_0727_wordmeta,Noun,책의 판,a specific version of a book,editions,School & Learning,W000009223,S000000001,"version,copy,issue"
edition,B2,LCMS_0729_0727_wordmeta,Noun,신문이나 잡지 한 권,a specific issue of a newspaper or magazine,editions,Technology & Media,W000009223,S000000002,"version,copy,issue"
edition,B2,LCMS_0729_0727_wordmeta,Noun,어떤 것의 종류,a specific form or type of something,editions,Abstract Concepts,W000009223,S000000003,"version,copy,issue"
negative,B1,LCMS_0729_0727_wordmeta,Noun,사진 원판,a photo film,negatives,Technology & Media,W000009225,S000000001,
negative,B1,LCMS_0729_0727_wordmeta,Adjective,"부정적인, 나쁜",bad or saying no,negatives,Abstract Concepts,W000009225,S000000002,
negative,B1,LCMS_0729_0727_wordmeta,Adjective,음수,less than zero,negatives,Numbers & Time,W000009225,S000000003,
negative,B1,LCMS_0729_0727_wordmeta,Noun,"부정, 반대",a 'no' answer or answer that says no,negatives,Abstract Concepts,W000009225,S000000004,
ally,C1,LCMS_0729_0727_wordmeta,Noun,"동맹국, 협력자",a country or person that helps you,"allied,allies,allying",People & Family,W000009227,S000000001,"unite,join,team up"
ally,C1,LCMS_0729_0727_wordmeta,Verb,"동맹을 맺다, 협력하다",to join with someone or a group to help each other,"allied,allies,allying",Actions & Verbs,W000009227,S000000002,"unite,join,team up"
defend,B1,LCMS_0729_0727_wordmeta,Verb,"방어하다, 지키다",to protect from harm or danger,"defended,defends,defending",Actions & Verbs,W000009228,S000000001,"protect,guard,secure"
grilled,B1,LCMS_0729_0727_wordmeta,Adjective,구운,cooked on a metal grill,,Food & Drink,W000009230,S000000001,"barbecued,roasted,broiled"
boot,B1,LCMS_0729_0727_wordmeta,Noun,"장화, 부츠",a strong shoe that covers your leg,"booted,booting,boots",Clothes,W000009231,S000000001,"kick,punt"
boot,B1,LCMS_0729_0727_wordmeta,Verb,발로 차다,to kick something with your foot,"booted,booting,boots",Actions & Verbs,W000009231,S000000002,"kick,punt"
boot,B1,LCMS_0729_0727_wordmeta,Verb,컴퓨터를 켜다,to start a computer,"booted,booting,boots",Technology & Media,W000009231,S000000003,"kick,punt"
introduce,B1,LCMS_0729_0727_wordmeta,Verb,소개하다,to tell someone a person's name or show a new thing,"introduced,introduces,introducing",Actions & Verbs,W000009236,S000000001,"present,acquaint,bring in"
introduce,B1,LCMS_0729_0727_wordmeta,Verb,처음으로 보이다,to bring something new into use or a place,"introduced,introduces,introducing",Actions & Verbs,W000009236,S000000002,"present,acquaint,bring in"
bone,B1,LCMS_0729_0727_wordmeta,Noun,뼈,a hard part inside a body,bones,Body & Senses,W000009239,S000000001,"skeleton,framework"
bone,B1,LCMS_0729_0727_wordmeta,Verb,뼈를 발라내다,to take out bones from meat or fish,bones,Food & Drink,W000009239,S000000002,"skeleton,framework"
bracelet,A2,LCMS_0729_0727_wordmeta,Noun,팔찌,a piece of jewelry you wear on your arm,bracelets,Clothes,W000009240,S000000001,"bangle,cuff"
monk,C1,LCMS_0729_0727_wordmeta,Noun,"스님, 수도승",a man who lives a quiet religious life,monks,People & Family,W000009242,S000000001,"friar,brother"
bond,B2,LCMS_0729_0727_wordmeta,Noun,"친한 관계, 유대감",a close feeling or connection between people,"bonded,bonds,bonding",People & Family,W000009243,S000000001,"connect,unite,attach"
bond,B2,LCMS_0729_0727_wordmeta,Verb,"친해지다, 가까워지다",to become close or make a strong connection,"bonded,bonds,bonding",Actions & Verbs,W000009243,S000000002,"connect,unite,attach"
discourse,C1,LCMS_0729_0727_wordmeta,Noun,이야기,a talk or writing about something,discourses,Actions & Verbs,W000009245,S000000001,"discussion,conversation,debate,talk"
discourse,C1,LCMS_0729_0727_wordmeta,Verb,이야기하다,to talk or write about something,discourses,Actions & Verbs,W000009245,S000000002,"discussion,conversation,debate,talk"
target,A2,LCMS_0729_0727_wordmeta,Noun,"과녁, 목표물",a thing or person you aim at,targets,Abstract Concepts,W000009248,S000000001,"aim,goal,objective"
target,A2,LCMS_0729_0727_wordmeta,Verb,"목표로 삼다, 겨냥하다",to aim at something or someone,targets,Actions & Verbs,W000009248,S000000002,"aim,goal,objective"
mouth,B1,LCMS_0729_0727_wordmeta,Noun,입,the part of your face for eating and speaking,mouths,Body & Senses,W000009251,S000000001,lips
mouth,B1,LCMS_0729_0727_wordmeta,Noun,입구,the opening of a river or cave,mouths,Home & Objects,W000009251,S000000002,lips
duty,B1,LCMS_0729_0727_wordmeta,Noun,"의무, 임무",something you must do,duties,Society & Community,W000009254,S000000001,"obligation,responsibility,task"
yard,B1,LCMS_0729_0727_wordmeta,Noun,길이 단위 야드,a unit for measuring length,yards,Home & Objects,W000009259,S000000001,"garden,lawn"
yard,B1,LCMS_0729_0727_wordmeta,Noun,마당,an open space next to a house,yards,Home & Objects,W000009259,S000000002,"garden,lawn"
usage,B2,LCMS_0729_0727_wordmeta,Noun,"사용, 용법",the way something is used,usages,Abstract Concepts,W000009261,S000000001,"use,application,utilization"
find out,A2,LCMS_0729_0727_wordmeta,Verb,알아내다,to discover information about something,,Actions & Verbs,W000009263,S000000001,
cast,B2,LCMS_0729_0727_wordmeta,Noun,부러진 뼈를 낫게 하는 깁스,a hard cover to help a broken bone heal,"cast,casting,casts",Health & Body,W000009268,S000000001,"choose,select,appoint"
cast,B2,LCMS_0729_0727_wordmeta,Noun,연극이나 영화에 나오는 배우들,all the actors in a play or movie,"cast,casting,casts",People & Family,W000009268,S000000002,"choose,select,appoint"
cast,B2,LCMS_0729_0727_wordmeta,Verb,그림자를 만들다,to make a shadow,"cast,casting,casts",Actions & Verbs,W000009268,S000000003,"choose,select,appoint"
cast,B2,LCMS_0729_0727_wordmeta,Verb,마법을 걸다,to use magic to make something happen,"cast,casting,casts",Actions & Verbs,W000009268,S000000004,"choose,select,appoint"
cast,B2,LCMS_0729_0727_wordmeta,Verb,멀리 또는 세게 던지다,to throw something far or hard,"cast,casting,casts",Actions & Verbs,W000009268,S000000005,"choose,select,appoint"
cast,B2,LCMS_0729_0727_wordmeta,Verb,연극이나 영화에 배우를 뽑다,to choose actors for a play or movie,"cast,casting,casts",Actions & Verbs,W000009268,S000000006,"choose,select,appoint"
anxious,B1,LCMS_0729_0727_wordmeta,Adjective,"걱정하는, 불안한",feeling worried or a little bit scared,"more anxious,most anxious",Feelings & Emotions,W000009269,S000000001,"worried,nervous,uneasy"
piano,Pre A1,LCMS_0729_0727_wordmeta,Noun,건반이 있는 큰 악기,a big musical instrument with black and white keys,pianos,Home & Objects,W000009271,S000000001,
slice,B1,LCMS_0729_0727_wordmeta,Noun,얇게 자른 조각,a thin flat piece of food,"sliced,slices,slicing",Food & Drink,W000009272,S000000001,"cut,carve,chop"
slice,B1,LCMS_0729_0727_wordmeta,Verb,얇게 자르다,to cut something into thin pieces,"sliced,slices,slicing",Actions & Verbs,W000009272,S000000002,"cut,carve,chop"
broad,B1,LCMS_0729_0727_wordmeta,Adjective,"넓은, 폭넓은",wide from side to side,"broader,broadest",Colors & Shapes,W000009273,S000000001,"wide,expansive,extensive"
broad,B1,LCMS_0729_0727_wordmeta,Adjective,대략적인,"general, not specific","broader,broadest",Abstract Concepts,W000009273,S000000002,"wide,expansive,extensive"
broad,B1,LCMS_0729_0727_wordmeta,Adverb,여자를 가리키는 속어,in a wide way,broad,Grammar & Function Words,W000009273,S000000003,
princess,B1,LCMS_0729_0727_wordmeta,Noun,공주,the daughter of a king or queen,princesses,People & Family,W000009275,S000000001,royalty
princess,B1,LCMS_0729_0727_wordmeta,Adjective,여왕 이외의 왕실 여성 구성원,a female member of a royal family other than the queen,"princess,princesses",People & Family,W000009275,S000000002,
princess,B1,LCMS_0729_0727_wordmeta,Verb,여왕 이외의 왕실 여성 구성원,a female member of a royal family other than the queen,"princess,princesses",Actions & Verbs,W000009275,S000000003,
cash,B1,LCMS_0729_0727_wordmeta,Noun,동전이나 지폐로 된 돈,money in the form of coins or paper notes,,Shopping & Money,W000009277,S000000001,"money,currency,notes,coins"
cash,B1,LCMS_0729_0727_wordmeta,Verb,수표나 쿠폰을 현금으로 바꾸다,to change a check or coupon into real money,,Shopping & Money,W000009277,S000000002,"money,currency,notes,coins"
elevate,C1,LCMS_0729_0727_wordmeta,Verb,"올리다, 높이다",to lift something up to a higher place,"elevated,elevates,elevating",Actions & Verbs,W000009278,S000000001,"raise,lift,hoist"
case,B1,LCMS_0729_0727_wordmeta,Noun,경찰이나 법원에서 다루는 사건,a problem or crime that police look at,cases,Society & Community,W000009279,S000000001,"box,container,holder"
case,B1,LCMS_0729_0727_wordmeta,Noun,글자의 대문자나 소문자,a big letter or a small letter,cases,School & Learning,W000009279,S000000002,"box,container,holder"
case,B1,LCMS_0729_0727_wordmeta,Noun,물건을 담는 상자나 가방,a box or bag for carrying things,cases,Home & Objects,W000009279,S000000003,"box,container,holder"
case,B1,LCMS_0729_0727_wordmeta,Noun,어떤 일이나 상황,a particular situation or example of something,cases,Abstract Concepts,W000009279,S000000004,"box,container,holder"
generation,B1,LCMS_0729_0727_wordmeta,Noun,만들거나 생기게 하는 것,the act of making or creating something,generations,Abstract Concepts,W000009283,S000000001,age group
generation,B1,LCMS_0729_0727_wordmeta,Noun,세대,all the people who are about the same age,generations,People & Family,W000009283,S000000002,age group
subscriber,C1,LCMS_0729_0727_wordmeta,Noun,"구독자, 가입자",a person who pays to get something regularly,subscribers,Technology & Media,W000009287,S000000001,"member,patron,viewer"
downtown,B2,LCMS_0729_0727_wordmeta,Adverb,시내로,to the main part of a city,,Places & Transport,W000009288,S000000001,"city center,central"
downtown,B2,LCMS_0729_0727_wordmeta,Adverb,시내에,in the main part of a city,,Places & Transport,W000009288,S000000002,"city center,central"
downtown,B2,LCMS_0729_0727_wordmeta,Noun,시내,the main part of a city,,Places & Transport,W000009288,S000000003,"city center,central"
downtown,B2,LCMS_0729_0727_wordmeta,Adjective,시내의,in the main part of a city,,Places & Transport,W000009288,S000000004,"city center,central"
saving,B2,LCMS_0729_0727_wordmeta,Adjective,"절약하는, 아끼는",used to help not waste things,savings,Shopping & Money,W000009292,S000000001,"funds,reserves,stash"
